person_id,HearingDate,CodeSection,codesection,ChargeType,chargetype,Class,DispositionCode,disposition,Plea,Race,Sex,fips,convictions,arrests,felony10,sevenyear,tenyear,within7,within10,class1_2,class3_4,expungable,old_expungable,expungable_no_lifetimelimit,reason,sameday,lifetime
5181000000098,2006-09-18,46-209,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,"NA",Black (Non-Hispanic),Female,550,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Automatic,FALSE,Automatic,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,FALSE,FALSE
5181000000098,2006-09-18,46-156,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,"NA",Black (Non-Hispanic),Female,550,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Automatic,FALSE,Automatic,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,FALSE,FALSE
151060000000130,2012-09-11,B.46.2-301,covered elsewhere,Misdemeanor,Misdemeanor,1,Dismissed,Dismissed,"NA",Black(Non-Hispanic),Male,59,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Petition,TRUE,Petition,"Dismissal of misdemeanor charges with no arrests or charges in the past 3 years, but with convictions on the person's record",FALSE,FALSE
151060000000130,2014-06-25,46.2-613(2),covered elsewhere,Misdemeanor,Misdemeanor,"NA",Guilty,Conviction,Guilty,Black(Non-Hispanic),Male,59,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Automatic (pending),FALSE,Automatic (pending),"Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions since the disposition date. However, because the disposition date is within 7 years of the current date, the record is not yet eligible for expungement",FALSE,FALSE
151060000000130,2014-06-25,B.46.2-301,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Guilty,Conviction,Guilty,Black(Non-Hispanic),Male,59,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Automatic (pending),FALSE,Automatic (pending),"Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions since the disposition date. However, because the disposition date is within 7 years of the current date, the record is not yet eligible for expungement",FALSE,FALSE
247150000000705,2013-01-14,B.46.2-894,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,Guilty,White Caucasian(Non-Hispanic),Male,89,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Automatic,FALSE,Automatic,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,FALSE,FALSE
247150000000705,2013-01-14,18.2-57,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,Guilty,White Caucasian(Non-Hispanic),Male,89,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Automatic,FALSE,Automatic,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,FALSE,FALSE
296010000000988,2016-10-31,A.18.2-266,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,"NA",White Caucasian(Non-Hispanic),Male,153,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Automatic (pending),FALSE,Automatic (pending),"Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions since the disposition date. However, because the disposition date is within 7 years of the current date, the record is not yet eligible for expungement",FALSE,FALSE
52000000000004,2012-03-08,46.2-300,covered elsewhere,Misdemeanor,Misdemeanor,2,Guilty,Conviction,"NA",Hispanic,Male,177,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Automatic,FALSE,Automatic,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,FALSE,FALSE
344070000000763,2012-03-22,A.46.2-862,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Guilty,Conviction,"NA",Black(Non-Hispanic),Male,53,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Automatic,FALSE,Automatic,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,FALSE,FALSE
52000000000450,2009-01-28,A.46.2-862,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,Guilty,Hispanic,Male,59,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Automatic,FALSE,Automatic,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,FALSE,FALSE
344100000000084,2005-11-01,18.2-61,covered elsewhere,Felony,Felony,"NA",Nolle Prosequi,Dismissed,"NA",Black (Non-Hispanic),Male,710,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Petition,TRUE,Petition,Dismissal of felony charges,FALSE,FALSE
344100000000084,2005-11-01,18.2-48,covered elsewhere,Felony,Felony,"NA",Nolle Prosequi,Dismissed,"NA",Black (Non-Hispanic),Male,710,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Petition,TRUE,Petition,Dismissal of felony charges,FALSE,FALSE
344100000000084,2005-11-01,18.2-67.2:1,covered elsewhere,Felony,Felony,"NA",Nolle Prosequi,Dismissed,"NA",Black (Non-Hispanic),Male,710,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not eligible,TRUE,Petition,"Dismissal of felony charges; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
344100000000084,2005-11-01,18.2-67.2:1,covered elsewhere,Felony,Felony,"NA",Nolle Prosequi,Dismissed,"NA",Black (Non-Hispanic),Male,710,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not eligible,TRUE,Petition,"Dismissal of felony charges; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
344100000000084,2005-11-01,18.2-67.2:1,covered elsewhere,Felony,Felony,"NA",Nolle Prosequi,Dismissed,"NA",Black (Non-Hispanic),Male,710,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not eligible,TRUE,Petition,"Dismissal of felony charges; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
344110000000297,2011-06-15,29.1-335,covered elsewhere,Misdemeanor,Misdemeanor,3,Nolle Prosequi,Dismissed,"NA",White Caucasian(Non-Hispanic),Male,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Automatic,TRUE,Automatic,Dismissal of misdemeanor charges with no arrests or charges in the past 3 years and no convictions on the person's record,FALSE,FALSE
344110000000297,2016-10-25,18.2-119,covered in 19.2-392.6 - B,Misdemeanor,Misdemeanor,1,Dismissed,Dismissed,"NA",White Caucasian(Non-Hispanic),Male,127,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Automatic,TRUE,Automatic,Dismissal of misdemeanor charges with no arrests or charges in the past 3 years and no convictions on the person's record,FALSE,FALSE
52021000000119,2013-09-23,18.2-250.1,covered in 19.2-392.6 - B,Misdemeanor,Misdemeanor,O,Nolle Prosequi,Dismissed,"NA",Black(Non-Hispanic),Female,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Petition,TRUE,Petition,"Dismissal of misdemeanor charges, but with arrests or charges in the past 3 years",FALSE,FALSE
52021000000119,2011-08-19,18.2-57,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,Not Guilty,Black(Non-Hispanic),Female,19,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Not eligible,FALSE,Not eligible,Conviction or deferred dismissal of misdemeanor charges that are excluded from expungement by 19.2-392.12,FALSE,FALSE
52021000000119,2012-06-27,46.2-300,covered elsewhere,Misdemeanor,Misdemeanor,2,Guilty,Conviction,"NA",Black(Non-Hispanic),Female,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Not eligible,FALSE,Not eligible,Conviction or deferred dismissal of misdemeanor charges that are excluded from expungement by 19.2-392.12,FALSE,FALSE
52021000000119,2013-09-23,18.2-308,covered elsewhere,Misdemeanor,Misdemeanor,1,Nolle Prosequi,Dismissed,"NA",Black(Non-Hispanic),Female,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Petition,TRUE,Petition,"Dismissal of misdemeanor charges, but with arrests or charges in the past 3 years",FALSE,FALSE
52021000000119,2013-12-16,18.2-119,covered in 19.2-392.6 - B,Misdemeanor,Misdemeanor,1,Dismissed,Dismissed,"NA",Black(Non-Hispanic),Female,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Not eligible,TRUE,Petition,"Dismissal of misdemeanor charges, but with arrests or charges in the past 3 years; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
52021000000119,2019-09-23,18.2-195,covered elsewhere,Misdemeanor,Misdemeanor,1,Nolle Prosequi,Dismissed,"NA",Black(Non-Hispanic),Female,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Not eligible,TRUE,Petition,"Dismissal of misdemeanor charges with no arrests or charges in the past 3 years, but with prior convictions on the person's record; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
151111000000278,2012-09-17,C.46.2-862,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty In Absentia,Conviction,Tried In Absentia,Asian Or Pacific Islander,Female,61,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Not eligible,FALSE,Not eligible,"Conviction of misdemeanor charges that are not excluded from expungement by 19.2-392.12, but with convictions of another kind within 7 years from disposition date",FALSE,FALSE
151111000000278,2012-09-20,18.2-346,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,Guilty,Asian Or Pacific Islander,Female,87,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Not eligible,FALSE,Not eligible,"Conviction of misdemeanor charges that are not excluded from expungement by 19.2-392.12, but with convictions of another kind within 7 years from disposition date",FALSE,FALSE
151111000000278,2012-09-20,18.2-347,covered elsewhere,Misdemeanor,Misdemeanor,1,Nolle Prosequi,Dismissed,"NA",Asian Or Pacific Islander,Female,87,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Petition,TRUE,Petition,"Dismissal of misdemeanor charges, but with arrests or charges in the past 3 years",FALSE,FALSE
151111000000278,2012-12-07,C.46.2-862,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,Guilty,White Caucasian(Non-Hispanic),Female,61,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Not eligible,FALSE,Not eligible,"Conviction of misdemeanor charges that are not excluded from expungement by 19.2-392.12, but with convictions of another kind within 7 years from disposition date",FALSE,FALSE
151111000000278,2013-01-16,18.2-346,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,Not Guilty,White Caucasian(Non-Hispanic),Female,85,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Not eligible,FALSE,Not eligible,"Conviction of misdemeanor charges that are not excluded from expungement by 19.2-392.12, but with convictions of another kind within 7 years from disposition date",FALSE,FALSE
151111000000278,2013-02-12,C.46.2-862,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,Guilty,Asian Or Pacific Islander,Female,61,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Petition,FALSE,Petition,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,TRUE,FALSE
151111000000278,2013-02-12,C.46.2-862,covered elsewhere,Misdemeanor,Misdemeanor,1,Nolle Prosequi,Dismissed,"NA",White Caucasian (Non-Hispanic),Female,61,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Not eligible,TRUE,Petition,"Dismissal of misdemeanor charges, but with arrests or charges in the past 3 years; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
151111000000278,2017-05-18,18.2-347,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Nolle Prosequi,Dismissed,"NA",Asian Or Pacific Islander,Female,87,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Not eligible,TRUE,Petition,"Dismissal of misdemeanor charges with no arrests or charges in the past 3 years, but with convictions on the person's record; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
199180000000957,2009-10-20,46.2-300,covered elsewhere,Misdemeanor,Misdemeanor,2,Guilty,Conviction,Guilty,White Caucasian(Non-Hispanic),Male,107,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Not eligible,FALSE,Not eligible,"Conviction of misdemeanor charges that are not excluded from expungement by 19.2-392.12, but with convictions of another kind within 7 years from disposition date",FALSE,FALSE
199180000000957,2010-09-08,A.18.2-266,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,Guilty,White Caucasian(Non-Hispanic),Male,59,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Not eligible,FALSE,Not eligible,"Conviction of misdemeanor charges that are not excluded from expungement by 19.2-392.12, but with convictions of another kind within 7 years from disposition date",FALSE,FALSE
199180000000957,2010-09-08,46.2-300,covered elsewhere,Misdemeanor,Misdemeanor,2,Guilty,Conviction,Guilty,White Caucasian(Non-Hispanic),Male,59,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Not eligible,FALSE,Not eligible,"Conviction of misdemeanor charges that are not excluded from expungement by 19.2-392.12, but with convictions of another kind within 7 years from disposition date",FALSE,FALSE
199180000000957,2013-09-25,46.2-300,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Guilty,Conviction,Guilty,White Caucasian(Non-Hispanic),Male,59,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Not eligible,FALSE,Not eligible,"Conviction of misdemeanor charges that are not excluded from expungement by 19.2-392.12, but with convictions of another kind within 7 years from disposition date",FALSE,FALSE
199180000000957,2014-10-16,46.2-300,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Guilty,Conviction,Guilty,White Caucasian(Non-Hispanic),Male,107,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Automatic (pending),FALSE,Automatic (pending),"Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions since the disposition date. However, because the disposition date is within 7 years of the current date, the record is not yet eligible for expungement",FALSE,FALSE
10240000000012,2015-03-17,18.2-250.1,covered in 19.2-392.6 - B,Misdemeanor,Misdemeanor,"NA",Dismissed,Dismissed,Not Guilty,White Caucasian(Non-Hispanic),Male,810,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition,TRUE,Petition,"Dismissal of misdemeanor charges with no arrests or charges in the past 3 years, but with convictions on the person's record",FALSE,FALSE
10240000000012,2016-09-07,18.2-250,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Nolle Prosequi,Dismissed,"NA",White Caucasian(Non-Hispanic),Male,810,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition,TRUE,Petition,"Dismissal of misdemeanor charges, but with arrests or charges in the past 3 years",FALSE,FALSE
10240000000012,2019-07-24,A.46.2-862,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Guilty,Conviction,Nolo Contendere,White Caucasian(Non-Hispanic),Male,810,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Not eligible,FALSE,Not eligible,Conviction or deferred dismissal of misdemeanor charges that are excluded from expungement by 19.2-392.12,FALSE,FALSE
247251000000001,2015-04-22,B.46.2-301,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty,Conviction,Guilty,White Caucasian(Non-Hispanic),Female,690,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Automatic (pending),FALSE,Automatic (pending),"Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions since the disposition date. However, because the disposition date is within 7 years of the current date, the record is not yet eligible for expungement",FALSE,FALSE
296090000000106,2013-06-26,13-1-5.1,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Guilty In Absentia,Conviction,"NA",Black(Non-Hispanic),Male,510,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Automatic,FALSE,Automatic,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,FALSE,FALSE
103001000000217,2017-03-09,C.46.2-862,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Dismissed,Dismissed,"NA",Black(Non-Hispanic),Female,762,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Automatic,TRUE,Automatic,Dismissal of misdemeanor charges with no arrests or charges in the past 3 years and no convictions on the person's record,FALSE,FALSE
103010000000984,2013-08-27,C.46.2-862,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Guilty,Conviction,Nolo Contendere,White Caucasian(Non-Hispanic),Male,59,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Automatic,FALSE,Automatic,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,FALSE,FALSE
248020000000881,2014-12-16,18.2-250.1,covered in 19.2-392.6 - B,Misdemeanor,Misdemeanor,"NA",Nolle Prosequi,Dismissed,"NA",Black(Non-Hispanic),Male,13,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition,TRUE,Petition,"Dismissal of misdemeanor charges with no arrests or charges in the past 3 years, but with convictions on the person's record",FALSE,FALSE
248020000000881,2016-05-03,18.2-250.1,covered in 19.2-392.6 - B,Misdemeanor,Misdemeanor,O,Dismissed,Dismissed,"NA",Black(Non-Hispanic),Male,13,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Petition,TRUE,Petition,"Dismissal of misdemeanor charges, but with arrests or charges in the past 3 years",FALSE,FALSE
248020000000881,2018-04-02,A.46.2-852,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Guilty,Conviction,Guilty,Black(Non-Hispanic),Male,153,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Not eligible,FALSE,Not eligible,Conviction or deferred dismissal of misdemeanor charges that are excluded from expungement by 19.2-392.12,FALSE,FALSE
344220000000234,2013-02-21,A.46.2-862,covered elsewhere,Misdemeanor,Misdemeanor,1,Guilty In Absentia,Conviction,"NA",White Caucasian(Non-Hispanic),Male,183,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Automatic,FALSE,Automatic,Conviction of misdemeanor charges listed in 19.2-392.6 B with no convictions within 7 years from disposition date,FALSE,FALSE
200010000001045,2001-01-31,18.2-67.3,covered elsewhere,Felony,Felony,2,Nolle Prosequi,Dismissed,"NA",Black (Non-Hispanic),Male,760,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Petition,TRUE,Petition,Dismissal of felony charges,FALSE,FALSE
200010000001045,2001-01-31,18.2-51,covered elsewhere,Felony,Felony,2,Guilty,Conviction,Not Guilty,Black (Non-Hispanic),Male,760,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Not eligible,FALSE,Not eligible,"Conviction or deferred dismissal of felony charges, but with a prior conviction of a Class 1 or 2 felony or any other felony punishable by imprisonment for life",FALSE,FALSE
200010000001045,2003-08-13,18.2-456,covered elsewhere,Misdemeanor,Misdemeanor,"NA",Not Guilty/Acquitted,Dismissed,"NA",Black (Non-Hispanic),Male,41,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Petition,TRUE,Petition,"Dismissal of misdemeanor charges, but with arrests or charges in the past 3 years",FALSE,FALSE
200010000001045,2003-10-08,18.2-172,covered elsewhere,Felony,Felony,U,Nolle Prosequi,Dismissed,"NA",Black (Non-Hispanic),Male,760,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Not eligible,TRUE,Petition,"Dismissal of felony charges; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
200010000001045,2003-10-08,18.2-172,covered elsewhere,Felony,Felony,U,Nolle Prosequi,Dismissed,"NA",Black (Non-Hispanic),Male,760,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Not eligible,TRUE,Petition,"Dismissal of felony charges; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
200010000001045,2003-10-08,18.2-95,covered elsewhere,Felony,Felony,U,Guilty,Conviction,Guilty,Black (Non-Hispanic),Male,760,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Not eligible,FALSE,Not eligible,"Conviction or deferred dismissal of felony charges, but with a prior conviction of a Class 1 or 2 felony or any other felony punishable by imprisonment for life",FALSE,TRUE
200010000001045,2003-11-06,18.2-172,covered elsewhere,Felony,Felony,"NA",Nolle Prosequi,Dismissed,"NA",Black (Non-Hispanic),Male,760,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Not eligible,TRUE,Petition,"Dismissal of felony charges; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
200010000001045,2003-11-06,18.2-172,covered elsewhere,Felony,Felony,"NA",Nolle Prosequi,Dismissed,"NA",Black (Non-Hispanic),Male,760,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Not eligible,TRUE,Petition,"Dismissal of felony charges; HOWEVER, the outcome is changed to not eligible because the lifetime limit of two expungements has been exceeded",FALSE,TRUE
200010000001045,2003-11-06,18.2-95,covered elsewhere,Felony,Felony,"NA",Guilty,Conviction,Guilty,Black (Non-Hispanic),Male,760,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Not eligible,FALSE,Not eligible,"Conviction or deferred dismissal of felony charges, but with a prior conviction of a Class 1 or 2 felony or any other felony punishable by imprisonment for life",FALSE,TRUE
